assay,cellType,dataSubtype,dataType,diagnosis,individualID,individualIdSource,isCellLine,isMultiIndividual,isMultiSpecimen,isPrimaryCell,organ,platform,sex,species,specimenID,specimenIdSource,tissue,cellSubType,experimentalCondition,experimentalTimePoint,genePerturbationTechnology,genePerturbationType,genePerturbed,modelSystem,timePointUnit,transplantationDonorSpecies,transplantationDonorTissue,transplantationRecipientTissue,transplantationType,tumorType,consortium,fileFormat,fundingAgency,resourceType,nf1Genotype,nf2Genotype,study,id,name,studyId,studyName,reportMilestone,readPair,compoundDose,compoundDoseUnit,compoundDoseRange,compoundName,drugScreenType,secondCompoundName,analysisType,isStranded,libraryPrep,readLength,readPairOrientation,readStrandOrigin,multipleTestingAdjustmentMethod,differentialExpressionMethod,alignmentMethod,runType,transcriptQuantificationMethod,dataFileHandleId,chemicalStructure,structureType,createdOn,isModelSystem,modelSystemName,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,age,sciDataRelease,accessTeam,modelOf,accessType,libraryPreparationMethod,fileType,age_months,disease,sampleIdentifier,tissueType,dataFileSizeBytes,dataFileMD5Hex,Filename,assayTarget,eTag,entityId,experimentalTimepoint,cellLineMetadataSynId,individualMetadataSynId,specimenMetadataSynId,isGenomewideNetwork,bodyPart,dissociationMethod,failedQC,filename,isXenograft,nucleicAcidSource,compoundId,organism,caseNumber,dob,dod,experimentalTimePointUnit,sampleID,secondCompoundDose,secondCompoundDoseUnit,studySite,initiative,channel,histology,grade,isMultiSample,cellLine,cellLineSource,isPairedEnd,detailed_diagnosis,file,tissueID,chemicalDataType,chemicalDatabase,fingerprintType,inputDataType,outputDataType,softwareAuthor,softwareLanguage,softwareLanguageVersion,softwareName,softwareRepository,softwareRepositoryType,softwareType,softwareVersion,structureFormat,experimentNumber,experimenter,specimenId,individualId,modelSystemStrainNomenclature,transplantationRecipientSpecies,experimentId,proteinExtractSource
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-005,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-005 Blood,,Buffy Coat,,"","",,,"",,,"","","","","",,csv,NTAP,experimentalData,+/-,+/+,JHU NTAP Biobank,syn18079356,136859-1163242005.UCSC_CODING.sample_cumulative_coverage_counts.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321395,,,1548270237155,,,3382314,b85e94e4-15f0-4b10-8e25-0a9d72e3d261,file,2,syn19226800,syn19226800,syn4939902,1639696305513,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-019,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-019 Blood,,Buffy Coat,,"","",,,"",,,"","","","","",,csv,NTAP,experimentalData,+/-,+/+,JHU NTAP Biobank,syn18079357,136831-1163242015.UCSC_CODING.sample_statistics.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321397,,,1548270239195,,,3382314,00b53497-c208-4109-863f-3c12456d08d7,file,2,syn19226800,syn19226800,syn4939902,1639696305591,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-026,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-026 Neurofibroma,,Primary Tumor,,Right Supraclavicular,"",,,"",,,"","","","",Neurofibroma,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079358,136839-1163242079.UCSC_CODING.sample_gene_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321402,,,1548270242562,,,3382314,40a007ed-3486-44a7-86fa-0fcc9125707e,file,2,syn19226800,syn19226800,syn4939902,1639696305670,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-012,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-012 Blood,,Buffy Coat,,"","",,,"",,,"","","","","",,csv,NTAP,experimentalData,+/-,+/+,JHU NTAP Biobank,syn18079359,136818-1163242006.UCSC_CODING.sample_cumulative_coverage_proportions.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321404,,,1548270246414,,,3382314,6751d6b0-5412-42a4-ac08-03fa96600595,file,2,syn19226800,syn19226800,syn4939902,1639696305751,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-010,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-010 Blood,,Buffy Coat,,"","",,,"",,,"","","","","",,csv,NTAP,experimentalData,+/-,+/+,JHU NTAP Biobank,syn18079360,136816-1163242085.UCSC_CODING.sample_cumulative_coverage_proportions.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321406,,,1548270248673,,,3382314,2b899aa6-2add-4e83-9cb0-ec7450adea4b,file,2,syn19226800,syn19226800,syn4939902,1639696305833,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-004,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-004 Plexiform Neurofibroma,,Primary Tumor,,"","",,,"",,,"","","","",Plexiform Neurofibroma,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079361,136854-1163242060.UCSC_CODING.sample_cumulative_coverage_proportions.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321408,,,1548270251903,,,3382314,c9534386-5b67-4b56-818f-48cd831e9010,file,2,syn19226800,syn19226800,syn4939902,1639696305910,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-015,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-015 Neurofibroma,,Primary Tumor,,"","",,,"",,,"","","","",Neurofibroma,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079362,167983-1163240621.UCSC_CODING.sample_gene_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321410,,,1548270255020,,,3382314,679aef47-8d57-4d4c-8fb6-305c7751402e,file,2,syn19226800,syn19226800,syn4939902,1639696305988,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,NA12891,"",TRUE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,whole blood,,Buffy Coat,,"","",,,"",,,"","","","","",,csv,NTAP,experimentalData,+/+,+/+,JHU NTAP Biobank,syn18079363,NA12891-0238065917.UCSC_CODING.sample_statistics.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321413,,,1548270257148,,,3382314,81096268-ead0-438d-b7db-7f36d188ac50,file,1,syn18079271,syn17866470,syn4939902,1639696306066,3342573,,FALSE,,"",PRIVATE,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-004,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-004 Blood,,Buffy Coat,,"","",,,"",,,"","","","","",,csv,NTAP,experimentalData,+/-,+/+,JHU NTAP Biobank,syn18079364,136855-1163242068.UCSC_CODING.sample_gene_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321415,,,1548270260587,,,3382314,ed0c90f4-ecdb-4979-9e6c-95c9e0a816b5,file,2,syn19226800,syn19226800,syn4939902,1639696306135,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-031,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-031 Malignant Peripheral Nerve Sheath Tumor,,Primary Tumor,,Left Retroperitoneal Tumor,"",,,"",,,"","","","",Malignant Peripheral Nerve Sheath Tumor,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079365,136843-1163242016.UCSC_CODING.sample_interval_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321417,,,1548270268986,,,3382314,ac43fdd6-1dd0-4f23-b683-5153c022c6f8,file,2,syn19226800,syn19226800,syn4939902,1639696306212,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-001,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-001 Plexiform Neurofibroma,,Primary Tumor,,"","",,,"",,,"","","","",Plexiform Neurofibroma,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079366,136847-1163242004.UCSC_CODING.sample_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321419,,,1548270272634,,,3382314,58e426f8-3945-4674-ac7e-c8664d486b10,file,2,syn19226800,syn19226800,syn4939902,1639696306291,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-004,NTAP Biobank,TRUE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-004 pNF Cell Line,,Primary Tumor,,"","",,,"",,,"","","","",Plexiform Neurofibroma,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079367,167977-1163240573.UCSC_CODING.sample_interval_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321421,,,1548270289903,,,3382314,b928505b-4b01-426c-8e66-4b0816231f2c,file,2,syn19226800,syn19226800,syn4939902,1639696306371,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-015,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-015 Malignant Peripheral Nerve Sheath Tumor,,Primary Tumor,,Sciatic Nerve,"",,,"",,,"","","","",Malignant Peripheral Nerve Sheath Tumor,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079368,167982-1163240613.UCSC_CODING.sample_interval_statistics.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321423,,,1548270293488,,,3382314,e1fce1af-dd47-405e-afe7-5e1160a6ff0a,file,1,syn18079271,syn17866470,syn4939902,1639696306447,3342573,,FALSE,,"",PRIVATE,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-009,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-009 Malignant Peripheral Nerve Sheath Tumor,,Primary Tumor,,"","",,,"",,,"","","","",Malignant Peripheral Nerve Sheath Tumor,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079369,136810-1163242037.UCSC_CODING.sample_statistics.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321425,,,1548270295654,,,3382314,646383f9-bdb0-4761-81bc-adb8e8ad34fb,file,2,syn19226800,syn19226800,syn4939902,1639696306524,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-015,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-015 Malignant Peripheral Nerve Sheath Tumor,,Primary Tumor,,Sciatic Nerve,"",,,"",,,"","","","",Malignant Peripheral Nerve Sheath Tumor,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079370,136823-1163242046.UCSC_CODING.sample_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321428,,,1548270299004,,,3382314,420a48f9-d5c9-44c2-9e98-8a53644efba7,file,1,syn18079271,syn17866470,syn4939902,1639696306599,3342573,,FALSE,,"",PRIVATE,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-016,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-016 Malignant Peripheral Nerve Sheath Tumor,,Primary Tumor,,Left Superior Mediastinum,"",,,"",,,"","","","",Malignant Peripheral Nerve Sheath Tumor,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079371,136825-1163242062.UCSC_CODING.sample_gene_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321430,,,1548270301813,,,3382314,439938ca-7bc5-446f-98cf-0469cceed2d4,file,1,syn18079271,syn17866470,syn4939902,1639696306674,3342573,,FALSE,,"",PRIVATE,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-017,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-017 Neurofibroma,,Primary Tumor,,"","",,,"",,,"","","","",Neurofibroma,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079372,136828-1163242086.UCSC_CODING.sample_statistics.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321432,,,1548270305609,,,3382314,1a2b1035-262e-4b46-af21-b1fa15b79b8d,file,2,syn19226800,syn19226800,syn4939902,1639696306744,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-016,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-016 Neurofibroma,,Primary Tumor,,"","",,,"",,,"","","","",Neurofibroma,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079373,136827-1163242078.UCSC_CODING.sample_cumulative_coverage_proportions.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321434,,,1548270309651,,,3382314,0ef535f8-3f57-4e03-90ae-b3dcc8dfbe88,file,2,syn19226800,syn19226800,syn4939902,1639696306820,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-002,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-002 xenograft,,Primary Tumor,,Mouse Flank,"",,,"",,,Mouse,Primary Tumor,Primary Tumor,xenograft,Malignant Peripheral Nerve Sheath Tumor,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079374,136852-1163242044.UCSC_CODING.sample_interval_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321437,,,1548270316206,,,3382314,f1478b86-cc4d-4826-94fc-384a25c052c5,file,2,syn19226800,syn19226800,syn4939902,1639696306899,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-017,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-017 Blood,,Buffy Coat,,"","",,,"",,,"","","","","",,csv,NTAP,experimentalData,+/-,+/+,JHU NTAP Biobank,syn18079375,136829-1163242094.UCSC_CODING.sample_interval_statistics.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321439,,,1548270318511,,,3382314,a1e8d0db-744b-45f0-abd2-5a14f55730f5,file,2,syn19226800,syn19226800,syn4939902,1639696306977,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-006,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-006 Blood,,Buffy Coat,,"","",,,"",,,"","","","","",,csv,NTAP,experimentalData,+/-,+/+,JHU NTAP Biobank,syn18079376,136861-1163242021.UCSC_CODING.sample_interval_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321441,,,1548270325604,,,3382314,33a0a3a2-36f4-49f2-bac7-5e412e09401f,file,2,syn19226800,syn19226800,syn4939902,1639696307056,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-009,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-009 Malignant Peripheral Nerve Sheath Tumor,,Primary Tumor,,"","",,,"",,,"","","","",Malignant Peripheral Nerve Sheath Tumor,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079377,136810-1163242037.UCSC_CODING.sample_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321443,,,1548270329869,,,3382314,1d933259-ad41-4ea6-a58d-be9cf0d806b1,file,2,syn19226800,syn19226800,syn4939902,1639696307140,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-026,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-026 Neurofibroma,,Primary Tumor,,Right Supraclavicular,"",,,"",,,"","","","",Neurofibroma,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079378,136839-1163242079.UCSC_CODING.sample_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321445,,,1548270332959,,,3382314,9567308b-41ef-4ae5-b711-2801d82914fd,file,2,syn19226800,syn19226800,syn4939902,1639696307219,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-016,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-016 Blood,,Buffy Coat,,"","",,,"",,,"","","","","",,csv,NTAP,experimentalData,+/-,+/+,JHU NTAP Biobank,syn18079379,136826-1163242070.UCSC_CODING.sample_gene_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321447,,,1548270336960,,,3382314,c84beb49-c626-4e4b-ac3e-e7522d7525a2,file,2,syn19226800,syn19226800,syn4939902,1639696307293,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-031,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-031 Xenograft,,"",,"","",,,"",,,"","","",xenograft,Malignant Peripheral Nerve Sheath Tumor,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079380,169126-0305047989.UCSC_CODING.sample_cumulative_coverage_counts.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321449,,,1548270339863,,,3382314,7be61fc4-426a-4aac-aa59-33110918652a,file,2,syn19226800,syn19226800,syn4939902,1639696307371,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-006,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-006 Blood,,Buffy Coat,,"","",,,"",,,"","","","","",,csv,NTAP,experimentalData,+/-,+/+,JHU NTAP Biobank,syn18079381,136861-1163242021.UCSC_CODING.sample_cumulative_coverage_proportions.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321451,,,1548270342618,,,3382314,f6c1fa37-543c-4819-ba10-fad67214b017,file,2,syn19226800,syn19226800,syn4939902,1639696307451,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-012,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-012 Neurofibroma,,Primary Tumor,,"","",,,"",,,"","","","",Neurofibroma,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079382,136817-1163242093.UCSC_CODING.sample_gene_summary.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321453,,,1548270344956,,,3382314,342b9155-20cc-42d9-8fb2-f15f025b0c7a,file,2,syn19226800,syn19226800,syn4939902,1639696307527,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-004,NTAP Biobank,TRUE,FALSE,FALSE,TRUE,,"",Female,Homo sapiens,2-004 pNF Cell Line,,Primary Tumor,,"","",,,"",,,"","","","",Plexiform Neurofibroma,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079383,167977-1163240573.UCSC_CODING.sample_statistics.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321455,,,1548270348384,,,3382314,efafa4f6-8dc2-4eeb-8ccf-601d07334c89,file,2,syn19226800,syn19226800,syn4939902,1639696307600,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Exome Sequencing,,processed,genomicVariants,Neurofibromatosis type 1,2-031,NTAP Biobank,FALSE,FALSE,FALSE,TRUE,,"",Male,Homo sapiens,2-031 Xenograft,,"",,"","",,,"",,,"","","",xenograft,Malignant Peripheral Nerve Sheath Tumor,,csv,NTAP,experimentalData,-/-,+/+,JHU NTAP Biobank,syn18079384,169126-0305047989.UCSC_CODING.sample_statistics.csv,syn4939902,A Nerve Sheath Tumor Bank from Patients with Neurofibromatosis Type 1 (NF1),,,,,,,,,,,,,"",,,,,,,36321457,,,1548270350530,,,3382314,2dc23593-d351-4572-9df0-6e4d7bf3ebf0,file,2,syn19226800,syn19226800,syn4939902,1639696307679,3342573,,TRUE,3391263,"",REQUEST ACCESS,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
